SQL Injection Dataset Results
Start Time: 2026-04-05 15:32:05.442580

[1] SAFE | Status:404 | Time:0.008s | Payload: sql_query,injection_type,vulnerability_status,sql_command,target_table,selected_columns,comparison_operator,logical_operator,sql_comment_syntax
[333] SAFE | Status:404 | Time:0.005s | Payload: DELETE * FROM payments WHERE updated_at LIKE 'shipped' AND updated_at LIKE 'pending',None_Type,No,DELETE,payments,*,LIKE,AND,
[334] SAFE | Status:404 | Time:0.009s | Payload: SELECT COUNT(*) FROM employees WHERE id != 1 ORDER BY 7# --,Error-Based,Yes,SELECT,employees,COUNT(*),!=,,--
[335] SAFE | Status:404 | Time:0.006s | Payload: "SELECT created_at, updated_at FROM login WHERE id <= NULL NOT id <= 'active'",None_Type,No,SELECT,login,"created_at, updated_at",<=,NOT,
[336] SAFE | Status:404 | Time:0.01s | Payload: "UPDATE price, status FROM employees WHERE email != 'test@example.com' NOT email != 'active'",None_Type,No,UPDATE,employees,"price, status",!=,NOT,
[337] SAFE | Status:404 | Time:0.012s | Payload: INSERT COUNT(*) FROM passwords WHERE status = 'active' NOT status = NULL,None_Type,No,INSERT,passwords,COUNT(*),=,NOT,
[338] SAFE | Status:404 | Time:0.011s | Payload: INSERT COUNT(*) FROM employees WHERE status <= 1 NOT status <= '2024-01-01',None_Type,No,INSERT,employees,COUNT(*),<=,NOT,
[339] SAFE | Status:404 | Time:0.011s | Payload: SELECT * FROM admin WHERE created_at LIKE '2024-01-01' OR created_at LIKE 1,None_Type,No,SELECT,admin,*,LIKE,OR,
[340] SAFE | Status:404 | Time:0.029s | Payload: "SELECT id, email FROM sessions WHERE id <= 1 NOT IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--",Error-Based,Yes,SELECT,sessions,"id, email",<=,NOT,
[341] SAFE | Status:404 | Time:0.013s | Payload: "UPDATE created_at, updated_at FROM admin WHERE updated_at IN '2024-01-01' NOT updated_at IN 'safe'",None_Type,No,UPDATE,admin,"created_at, updated_at",IN,NOT,
[342] SAFE | Status:404 | Time:0.01s | Payload: CALL * FROM admin WHERE user_id <= NULL AND user_id <= '2024-01-01',None_Type,No,CALL,admin,*,<=,AND,
[343] SAFE | Status:404 | Time:0.012s | Payload: "EXEC id, email FROM payments WHERE product_id BETWEEN '2024-01-01' OR product_id BETWEEN NULL",None_Type,No,EXEC,payments,"id, email",BETWEEN,OR,
[344] SAFE | Status:404 | Time:0.011s | Payload: "SELECT created_at, updated_at FROM employees WHERE id >= 1 LIKE (SELECT * FROM (SELECT(SLEEP(5)))ecMj)-- --",Time-Based,Yes,SELECT,employees,"created_at, updated_at",>=,LIKE,--
[345] SAFE | Status:404 | Time:0.01s | Payload: EXEC * FROM credentials WHERE user_id != 'active' OR user_id != '2024-01-01',None_Type,No,EXEC,credentials,*,!=,OR,
[346] SAFE | Status:404 | Time:0.009s | Payload: "UPDATE user_id, product_id FROM transactions WHERE price <= 'shipped' OR price <= 'shipped'",None_Type,No,UPDATE,transactions,"user_id, product_id",<=,OR,
[347] SAFE | Status:404 | Time:0.008s | Payload: EXEC COUNT(*) FROM sessions WHERE order_id BETWEEN 'shipped' OR order_id BETWEEN 'shipped',None_Type,No,EXEC,sessions,COUNT(*),BETWEEN,OR,
[348] SAFE | Status:404 | Time:0.006s | Payload: "DELETE price, status FROM passwords WHERE id < 'active' OR id < '2024-01-01'",None_Type,No,DELETE,passwords,"price, status",<,OR,
[349] SAFE | Status:404 | Time:0.007s | Payload: "CALL id, email FROM passwords WHERE id BETWEEN 'active' AND id BETWEEN 'shipped'",None_Type,No,CALL,passwords,"id, email",BETWEEN,AND,
[350] SAFE | Status:404 | Time:0.006s | Payload: "SELECT * FROM sessions WHERE id = 1 AND "" AND (SELECT COUNT(*) FROM users WHERE username='admin') > 0 -- --",meta_based,Yes,SELECT,sessions,*,=,AND,--
[351] SAFE | Status:404 | Time:0.007s | Payload: SELECT * FROM admin WHERE user_id BETWEEN 'active' AND user_id BETWEEN '2024-01-01',None_Type,No,SELECT,admin,*,BETWEEN,AND,
[352] SAFE | Status:404 | Time:0.007s | Payload: "SELECT MAX(price) FROM accounts WHERE id < 1 OR 1=1 UNION SELECT database(), null, null, null-- #",stackqueries_based,Yes,SELECT,accounts,MAX(price),<,Embedded in Payload,#
[353] SAFE | Status:404 | Time:0.006s | Payload: "EXEC created_at, updated_at FROM payments WHERE created_at < NULL AND created_at < 'shipped'",None_Type,No,EXEC,payments,"created_at, updated_at",<,AND,
[354] SAFE | Status:404 | Time:0.006s | Payload: SELECT MIN(created_at) FROM sessions WHERE user_id IN NULL OR user_id IN 1,None_Type,No,SELECT,sessions,MIN(created_at),IN,OR,
[355] SAFE | Status:404 | Time:0.005s | Payload: CALL MIN(created_at) FROM accounts WHERE status <= 1 AND status <= 'active',None_Type,No,CALL,accounts,MIN(created_at),<=,AND,
[356] SAFE | Status:404 | Time:0.005s | Payload: SELECT COUNT(*) FROM employees WHERE user_id LIKE 1 NOT user_id LIKE '2024-01-01',None_Type,No,SELECT,employees,COUNT(*),LIKE,NOT,
[357] SAFE | Status:404 | Time:0.006s | Payload: "UPDATE price, status FROM passwords WHERE created_at <= NULL NOT created_at <= 'pending'",None_Type,No,UPDATE,passwords,"price, status",<=,NOT,
[358] SAFE | Status:404 | Time:0.005s | Payload: "SELECT id, email FROM admin WHERE id >= 1 OR ORDER BY 11#",Error-Based,Yes,SELECT,admin,"id, email",>=,OR,
[359] SAFE | Status:404 | Time:0.005s | Payload: "INSERT id, email FROM passwords WHERE order_id < 1 NOT order_id < NULL",None_Type,No,INSERT,passwords,"id, email",<,NOT,
[360] SAFE | Status:404 | Time:0.005s | Payload: "DELETE created_at, updated_at FROM passwords WHERE updated_at < 'safe' NOT updated_at < NULL",None_Type,No,DELETE,passwords,"created_at, updated_at",<,NOT,
[361] SAFE | Status:404 | Time:0.004s | Payload: "DELETE FROM users WHERE id > 1 NOT UNION SELECT 1, 2, null, null-- --",stackqueries_based,Yes,DELETE,users,*,>,NOT,--
[362] SAFE | Status:404 | Time:0.006s | Payload: "EXEC created_at, updated_at FROM users WHERE status >= 1 AND status >= 'shipped'",None_Type,No,EXEC,users,"created_at, updated_at",>=,AND,
[363] SAFE | Status:404 | Time:0.007s | Payload: "UPDATE user_id, product_id FROM employees WHERE product_id BETWEEN 'safe' NOT product_id BETWEEN 'pending'",None_Type,No,UPDATE,employees,"user_id, product_id",BETWEEN,NOT,
[364] SAFE | Status:404 | Time:0.004s | Payload: EXEC MIN(created_at) FROM transactions WHERE price < 'pending' AND price < 'test@example.com',None_Type,No,EXEC,transactions,MIN(created_at),<,AND,
[365] SAFE | Status:404 | Time:0.006s | Payload: UPDATE MIN(created_at) FROM accounts WHERE product_id >= 'pending' OR product_id >= 'shipped',None_Type,No,UPDATE,accounts,MIN(created_at),>=,OR,
[366] SAFE | Status:404 | Time:0.006s | Payload: DELETE MIN(created_at) FROM admin WHERE product_id <= 'safe' NOT product_id <= '2024-01-01',None_Type,No,DELETE,admin,MIN(created_at),<=,NOT,
[367] SAFE | Status:404 | Time:0.006s | Payload: "EXEC('SELECT user_id, product_id FROM payments WHERE id < 1 OR 3409=3409 AND (1=0) AND (SUBSTRING('admin',1,1) = 'a')') --",boolean-based,Yes,EXEC,payments,"user_id, product_id",<,,--
[368] SAFE | Status:404 | Time:0.005s | Payload: SELECT COUNT(*) FROM users WHERE status != 1 AND status != 1,None_Type,No,SELECT,users,COUNT(*),!=,AND,
[369] SAFE | Status:404 | Time:0.005s | Payload: "EXEC id, email FROM users WHERE updated_at != 'active' OR updated_at != 'shipped'",None_Type,No,EXEC,users,"id, email",!=,OR,
[370] SAFE | Status:404 | Time:0.005s | Payload: SELECT MAX(price) FROM payments WHERE id >= 1 OR 1=0,boolean-based,Yes,SELECT,payments,MAX(price),>=,,
[371] SAFE | Status:404 | Time:0.005s | Payload: SELECT COUNT(*) FROM transactions WHERE id > 1 LIKE &&SLEEP(5)-- #,Time-Based,Yes,SELECT,transactions,COUNT(*),>,LIKE,#
[372] SAFE | Status:404 | Time:0.004s | Payload: SELECT COUNT(*) FROM users WHERE id > 1 AND ;waitfor delay '0:0:5'-- #,Time-Based,Yes,SELECT,users,COUNT(*),>,AND,#
[373] SAFE | Status:404 | Time:0.006s | Payload: "DELETE id, email FROM credentials WHERE status = 'active' OR status = 'shipped'",None_Type,No,DELETE,credentials,"id, email",=,OR,
[374] SAFE | Status:404 | Time:0.007s | Payload: CALL MAX(price) FROM transactions WHERE user_id BETWEEN 1 NOT user_id BETWEEN 'pending',None_Type,No,CALL,transactions,MAX(price),BETWEEN,NOT,
[375] SAFE | Status:404 | Time:0.008s | Payload: "SELECT price, status FROM employees WHERE id < 1 LIKE + SLEEP(10) + --",Time-Based,Yes,SELECT,employees,"price, status",<,LIKE,--
[376] SAFE | Status:404 | Time:0.008s | Payload: "UPDATE price, status FROM sessions WHERE id = 'pending' OR id = 'pending'",None_Type,No,UPDATE,sessions,"price, status",=,OR,
[377] SAFE | Status:404 | Time:0.006s | Payload: "SELECT price, status FROM sessions WHERE id = 1 OR 3409=3409 AND (1=1)--",boolean-based,Yes,SELECT,sessions,"price, status",=,,
[378] SAFE | Status:404 | Time:0.008s | Payload: "SELECT MIN(created_at) FROM login WHERE id != 1 or SLEEP(5)="" --",Time-Based,Yes,SELECT,login,MIN(created_at),!=,,--
[379] SAFE | Status:404 | Time:0.009s | Payload: DELETE FROM passwords WHERE id != 1 OR IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--,Error-Based,Yes,DELETE,passwords,*,!=,OR,
[380] SAFE | Status:404 | Time:0.008s | Payload: "CALL created_at, updated_at FROM admin WHERE id LIKE 1 NOT id LIKE 1",None_Type,No,CALL,admin,"created_at, updated_at",LIKE,NOT,
[381] SAFE | Status:404 | Time:0.008s | Payload: SELECT COUNT(*) FROM admin WHERE price >= '2024-01-01' AND price >= 'safe',None_Type,No,SELECT,admin,COUNT(*),>=,AND,
[382] SAFE | Status:404 | Time:0.008s | Payload: SELECT * FROM sessions WHERE order_id BETWEEN NULL AND order_id BETWEEN 'shipped',None_Type,No,SELECT,sessions,*,BETWEEN,AND,
[383] SAFE | Status:404 | Time:0.006s | Payload: SELECT MIN(created_at) FROM transactions WHERE id >= 1 OR ORDER BY SLEEP(5)#,Time-Based,Yes,SELECT,transactions,MIN(created_at),>=,OR,
[384] SAFE | Status:404 | Time:0.005s | Payload: "EXEC id, email FROM admin WHERE id LIKE 'pending' OR id LIKE 'test@example.com'",None_Type,No,EXEC,admin,"id, email",LIKE,OR,
[385] SAFE | Status:404 | Time:0.007s | Payload: "SELECT price, status FROM login WHERE created_at = 1 AND created_at = 'test@example.com'",None_Type,No,SELECT,login,"price, status",=,AND,
[386] SAFE | Status:404 | Time:0.008s | Payload: "CALL user_id, product_id FROM accounts WHERE price < 'test@example.com' AND price < '2024-01-01'",None_Type,No,CALL,accounts,"user_id, product_id",<,AND,
[387] SAFE | Status:404 | Time:0.007s | Payload: EXEC * FROM accounts WHERE id < 1 OR id < 'test@example.com',None_Type,No,EXEC,accounts,*,<,OR,
[388] SAFE | Status:404 | Time:0.007s | Payload: INSERT MAX(price) FROM credentials WHERE email IN '2024-01-01' AND email IN NULL,None_Type,No,INSERT,credentials,MAX(price),IN,AND,
[389] SAFE | Status:404 | Time:0.007s | Payload: "INSERT user_id, product_id FROM admin WHERE product_id LIKE 1 OR product_id LIKE 'active'",None_Type,No,INSERT,admin,"user_id, product_id",LIKE,OR,
[390] SAFE | Status:404 | Time:0.007s | Payload: CALL COUNT(*) FROM sessions WHERE email IN 'safe' NOT email IN 'safe',None_Type,No,CALL,sessions,COUNT(*),IN,NOT,
[391] SAFE | Status:404 | Time:0.005s | Payload: "INSERT id, email FROM payments WHERE price IN NULL OR price IN 'test@example.com'",None_Type,No,INSERT,payments,"id, email",IN,OR,
[392] SAFE | Status:404 | Time:0.006s | Payload: "DELETE FROM admin WHERE id != 1 NOT "" OR (SELECT password FROM users WHERE username='admin') IS NULL -- --",meta_based,Yes,DELETE,admin,,!=,NOT,--
[393] SAFE | Status:404 | Time:0.009s | Payload: "INSERT id, email FROM transactions WHERE product_id = 'pending' OR product_id = 'active'",None_Type,No,INSERT,transactions,"id, email",=,OR,
[394] SAFE | Status:404 | Time:0.009s | Payload: "SELECT MIN(created_at) FROM accounts WHERE id != 1 NOT benchmark(10000000,MD5(1))# --",Time-Based,Yes,SELECT,accounts,MIN(created_at),!=,NOT,--
[395] SAFE | Status:404 | Time:0.01s | Payload: SELECT COUNT(*) FROM payments WHERE id >= 1 OR ORDER BY 21-- --,Error-Based,Yes,SELECT,payments,COUNT(*),>=,OR,--
[396] SAFE | Status:404 | Time:0.009s | Payload: "INSERT created_at, updated_at FROM credentials WHERE price IN 'shipped' AND price IN NULL",None_Type,No,INSERT,credentials,"created_at, updated_at",IN,AND,
[397] SAFE | Status:404 | Time:0.01s | Payload: SELECT MIN(created_at) FROM users WHERE user_id >= 'active' NOT user_id >= '2024-01-01',None_Type,No,SELECT,users,MIN(created_at),>=,NOT,
[398] SAFE | Status:404 | Time:0.007s | Payload: SELECT MIN(created_at) FROM sessions WHERE id = 1 LIKE HAVING 1=0,Error-Based,Yes,SELECT,sessions,MIN(created_at),=,LIKE,
[399] SAFE | Status:404 | Time:0.007s | Payload: "EXEC created_at, updated_at FROM users WHERE updated_at LIKE NULL NOT updated_at LIKE 'safe'",None_Type,No,EXEC,users,"created_at, updated_at",LIKE,NOT,
[400] SAFE | Status:404 | Time:0.009s | Payload: SELECT MIN(created_at) FROM credentials WHERE id < 1 NOT RANDOMBLOB(500000000/2),Time-Based,Yes,SELECT,credentials,MIN(created_at),<,NOT,
[401] SAFE | Status:404 | Time:0.009s | Payload: SELECT COUNT(*) FROM admin WHERE id != 1 AND ORDER BY 22,Union-Based,Yes,SELECT,admin,COUNT(*),!=,AND,
[402] SAFE | Status:404 | Time:0.008s | Payload: "CALL price, status FROM admin WHERE price LIKE 'pending' NOT price LIKE '2024-01-01'",None_Type,No,CALL,admin,"price, status",LIKE,NOT,
[403] SAFE | Status:404 | Time:0.01s | Payload: "EXEC id, email FROM payments WHERE id = 'safe' NOT id = 'shipped'",None_Type,No,EXEC,payments,"id, email",=,NOT,
[404] SAFE | Status:404 | Time:0.006s | Payload: SELECT MIN(created_at) FROM employees WHERE id > 'active' NOT id > 'safe',None_Type,No,SELECT,employees,MIN(created_at),>,NOT,
[405] SAFE | Status:404 | Time:0.01s | Payload: EXEC MAX(price) FROM sessions WHERE created_at >= 'pending' OR created_at >= 'test@example.com',None_Type,No,EXEC,sessions,MAX(price),>=,OR,
[406] SAFE | Status:404 | Time:0.006s | Payload: "EXEC('SELECT price, status FROM credentials WHERE id = 1 OR ORDER BY 20') --",Union-Based,Yes,EXEC,credentials,"price, status",=,OR,--
[407] SAFE | Status:404 | Time:0.004s | Payload: "SELECT price, status FROM login WHERE price < NULL AND price < 'pending'",None_Type,No,SELECT,login,"price, status",<,AND,
[408] SAFE | Status:404 | Time:0.005s | Payload: "UPDATE id, email FROM admin WHERE email IN NULL AND email IN 'safe'",None_Type,No,UPDATE,admin,"id, email",IN,AND,
[409] SAFE | Status:404 | Time:0.007s | Payload: "SELECT created_at, updated_at FROM employees WHERE created_at < 'safe' OR created_at < NULL",None_Type,No,SELECT,employees,"created_at, updated_at",<,OR,
[410] SAFE | Status:404 | Time:0.008s | Payload: "DELETE id, email FROM payments WHERE id != 'pending' AND id != 1",None_Type,No,DELETE,payments,"id, email",!=,AND,
[411] SAFE | Status:404 | Time:0.009s | Payload: EXEC * FROM sessions WHERE email < 'pending' OR email < NULL,None_Type,No,EXEC,sessions,*,<,OR,
[412] SAFE | Status:404 | Time:0.005s | Payload: "SELECT MAX(price) FROM passwords WHERE id < 1 LIKE UNION SELECT 1, 2, 3, null-- #",stackqueries_based,Yes,SELECT,passwords,MAX(price),<,LIKE,#
[413] SAFE | Status:404 | Time:0.008s | Payload: INSERT MAX(price) FROM employees WHERE email <= 'shipped' AND email <= 'active',None_Type,No,INSERT,employees,MAX(price),<=,AND,
[414] SAFE | Status:404 | Time:0.006s | Payload: "EXEC id, email FROM credentials WHERE product_id LIKE '2024-01-01' NOT product_id LIKE 'test@example.com'",None_Type,No,EXEC,credentials,"id, email",LIKE,NOT,
[415] SAFE | Status:404 | Time:0.007s | Payload: SELECT COUNT(*) FROM login WHERE id >= NULL AND id >= NULL,None_Type,No,SELECT,login,COUNT(*),>=,AND,
[416] SAFE | Status:404 | Time:0.007s | Payload: "DELETE price, status FROM credentials WHERE order_id < '2024-01-01' AND order_id < 'safe'",None_Type,No,DELETE,credentials,"price, status",<,AND,
[417] SAFE | Status:404 | Time:0.009s | Payload: EXEC COUNT(*) FROM transactions WHERE email LIKE '2024-01-01' AND email LIKE '2024-01-01',None_Type,No,EXEC,transactions,COUNT(*),LIKE,AND,
[418] SAFE | Status:404 | Time:0.005s | Payload: EXEC COUNT(*) FROM accounts WHERE id BETWEEN 'shipped' NOT id BETWEEN 'safe',None_Type,No,EXEC,accounts,COUNT(*),BETWEEN,NOT,
[419] SAFE | Status:404 | Time:0.008s | Payload: INSERT MAX(price) FROM accounts WHERE id < 'pending' AND id < 'shipped',None_Type,No,INSERT,accounts,MAX(price),<,AND,
[420] SAFE | Status:404 | Time:0.007s | Payload: DELETE COUNT(*) FROM sessions WHERE order_id BETWEEN '2024-01-01' OR order_id BETWEEN NULL,None_Type,No,DELETE,sessions,COUNT(*),BETWEEN,OR,
[421] SAFE | Status:404 | Time:0.008s | Payload: SELECT COUNT(*) FROM employees WHERE id LIKE '2024-01-01' OR id LIKE 'safe',None_Type,No,SELECT,employees,COUNT(*),LIKE,OR,
[422] SAFE | Status:404 | Time:0.006s | Payload: "UPDATE price, status FROM payments WHERE user_id LIKE 'shipped' OR user_id LIKE '2024-01-01'",None_Type,No,UPDATE,payments,"price, status",LIKE,OR,
[423] SAFE | Status:404 | Time:0.009s | Payload: DELETE MIN(created_at) FROM transactions WHERE updated_at > 'active' AND updated_at > 'test@example.com',None_Type,No,DELETE,transactions,MIN(created_at),>,AND,
[424] SAFE | Status:404 | Time:0.005s | Payload: "EXEC('SELECT created_at, updated_at FROM users WHERE id = 1 AND "" UNION SELECT null, column_name FROM information_schema.columns WHERE table_name='users' --') #",meta_based,Yes,EXEC,users,"created_at, updated_at",=,AND,#
[425] SAFE | Status:404 | Time:0.006s | Payload: "INSERT price, status FROM admin WHERE order_id IN '2024-01-01' NOT order_id IN 'shipped'",None_Type,No,INSERT,admin,"price, status",IN,NOT,
[426] SAFE | Status:404 | Time:0.008s | Payload: SELECT MAX(price) FROM admin WHERE id <= 1 LIKE OR 'x'='x' LIMIT 1 -- #,meta_based,Yes,SELECT,admin,MAX(price),<=,LIKE,#
[427] SAFE | Status:404 | Time:0.008s | Payload: "EXEC('SELECT * FROM transactions WHERE id != 1 OR 3409=3409 AND (1=0) AND (ASCII(SUBSTRING('admin',1,1)) = 97) -- Check for 'a'') #",boolean-based,Yes,EXEC,transactions,*,!=,,#
[428] SAFE | Status:404 | Time:0.007s | Payload: "EXEC created_at, updated_at FROM passwords WHERE id <= 'shipped' NOT id <= 1",None_Type,No,EXEC,passwords,"created_at, updated_at",<=,NOT,
[429] SAFE | Status:404 | Time:0.005s | Payload: "CALL id, email FROM users WHERE created_at != '2024-01-01' NOT created_at != '2024-01-01'",None_Type,No,CALL,users,"id, email",!=,NOT,
[430] SAFE | Status:404 | Time:0.008s | Payload: "SELECT id, email FROM transactions WHERE id <= 1 ));waitfor delay '0:0:5'-- --",Time-Based,Yes,SELECT,transactions,"id, email",<=,,--
[431] SAFE | Status:404 | Time:0.006s | Payload: "SELECT user_id, product_id FROM login WHERE id <= 1 ORDER BY 15# #",Error-Based,Yes,SELECT,login,"user_id, product_id",<=,,#
[432] SAFE | Status:404 | Time:0.008s | Payload: INSERT COUNT(*) FROM payments WHERE id != 'pending' AND id != '2024-01-01',None_Type,No,INSERT,payments,COUNT(*),!=,AND,
[433] SAFE | Status:404 | Time:0.007s | Payload: "DELETE id, email FROM transactions WHERE updated_at LIKE NULL AND updated_at LIKE 'safe'",None_Type,No,DELETE,transactions,"id, email",LIKE,AND,
[434] SAFE | Status:404 | Time:0.008s | Payload: "DELETE price, status FROM employees WHERE created_at != 'pending' OR created_at != 1",None_Type,No,DELETE,employees,"price, status",!=,OR,
[435] SAFE | Status:404 | Time:0.006s | Payload: DELETE * FROM sessions WHERE status <= '2024-01-01' AND status <= 'test@example.com',None_Type,No,DELETE,sessions,*,<=,AND,
[436] SAFE | Status:404 | Time:0.007s | Payload: CALL MIN(created_at) FROM admin WHERE status >= 1 NOT status >= NULL,None_Type,No,CALL,admin,MIN(created_at),>=,NOT,
[437] SAFE | Status:404 | Time:0.007s | Payload: DELETE MIN(created_at) FROM employees WHERE status != 'active' NOT status != NULL,None_Type,No,DELETE,employees,MIN(created_at),!=,NOT,
[438] SAFE | Status:404 | Time:0.006s | Payload: "SELECT user_id, product_id FROM credentials WHERE email >= 'test@example.com' OR email >= '2024-01-01'",None_Type,No,SELECT,credentials,"user_id, product_id",>=,OR,
[439] SAFE | Status:404 | Time:0.008s | Payload: "SELECT id, email FROM transactions WHERE id > 1 OR OR 1=1 LIMIT 0, 1 -- --",meta_based,Yes,SELECT,transactions,"id, email",>,OR,--
[440] SAFE | Status:404 | Time:0.007s | Payload: EXEC MAX(price) FROM users WHERE user_id > 'pending' AND user_id > 'shipped',None_Type,No,EXEC,users,MAX(price),>,AND,
[441] SAFE | Status:404 | Time:0.008s | Payload: UPDATE employees SET name = 'admin' WHERE id >= 1 waitfor delay '00:00:05'# --,Time-Based,Yes,UPDATE,employees,*,>=,,--
[442] SAFE | Status:404 | Time:0.006s | Payload: INSERT * FROM passwords WHERE updated_at <= 'pending' OR updated_at <= 'safe',None_Type,No,INSERT,passwords,*,<=,OR,
[443] SAFE | Status:404 | Time:0.011s | Payload: CALL COUNT(*) FROM transactions WHERE product_id BETWEEN 'active' AND product_id BETWEEN 'pending',None_Type,No,CALL,transactions,COUNT(*),BETWEEN,AND,
[444] SAFE | Status:404 | Time:0.009s | Payload: DELETE MIN(created_at) FROM sessions WHERE user_id < 'pending' OR user_id < 'safe',None_Type,No,DELETE,sessions,MIN(created_at),<,OR,
[445] SAFE | Status:404 | Time:0.007s | Payload: "SELECT id, email FROM transactions WHERE id >= 'safe' AND id >= '2024-01-01'",None_Type,No,SELECT,transactions,"id, email",>=,AND,
[446] SAFE | Status:404 | Time:0.006s | Payload: SELECT COUNT(*) FROM payments WHERE created_at != 1 NOT created_at != 'pending',None_Type,No,SELECT,payments,COUNT(*),!=,NOT,
[447] SAFE | Status:404 | Time:0.007s | Payload: "EXEC user_id, product_id FROM users WHERE status LIKE '2024-01-01' AND status LIKE 'safe'",None_Type,No,EXEC,users,"user_id, product_id",LIKE,AND,
[448] SAFE | Status:404 | Time:0.009s | Payload: "UPDATE created_at, updated_at FROM employees WHERE product_id > NULL NOT product_id > 'test@example.com'",None_Type,No,UPDATE,employees,"created_at, updated_at",>,NOT,
[449] SAFE | Status:404 | Time:0.021s | Payload: INSERT MAX(price) FROM admin WHERE product_id = 'pending' OR product_id = 'pending',None_Type,No,INSERT,admin,MAX(price),=,OR,
[450] SAFE | Status:404 | Time:0.007s | Payload: SELECT MIN(created_at) FROM passwords WHERE email <= 'test@example.com' NOT email <= 1,None_Type,No,SELECT,passwords,MIN(created_at),<=,NOT,
[451] SAFE | Status:404 | Time:0.009s | Payload: "UPDATE user_id, product_id FROM sessions WHERE email <= 1 OR email <= 'shipped'",None_Type,No,UPDATE,sessions,"user_id, product_id",<=,OR,
[452] SAFE | Status:404 | Time:0.009s | Payload: "SELECT id, email FROM transactions WHERE product_id != NULL OR product_id != 1",None_Type,No,SELECT,transactions,"id, email",!=,OR,
[453] SAFE | Status:404 | Time:0.008s | Payload: "SELECT created_at, updated_at FROM accounts WHERE updated_at BETWEEN 1 NOT updated_at BETWEEN 'pending'",None_Type,No,SELECT,accounts,"created_at, updated_at",BETWEEN,NOT,
[454] SAFE | Status:404 | Time:0.01s | Payload: INSERT * FROM employees WHERE user_id <= NULL AND user_id <= 1,None_Type,No,INSERT,employees,*,<=,AND,
[455] SAFE | Status:404 | Time:0.007s | Payload: DELETE * FROM users WHERE product_id IN 'shipped' OR product_id IN NULL,None_Type,No,DELETE,users,*,IN,OR,
[456] SAFE | Status:404 | Time:0.009s | Payload: INSERT * FROM passwords WHERE price < 'active' AND price < 'safe',None_Type,No,INSERT,passwords,*,<,AND,
[457] SAFE | Status:404 | Time:0.007s | Payload: "DELETE created_at, updated_at FROM payments WHERE created_at >= NULL OR created_at >= 1",None_Type,No,DELETE,payments,"created_at, updated_at",>=,OR,
[458] SAFE | Status:404 | Time:0.008s | Payload: SELECT COUNT(*) FROM payments WHERE id >= 1 OR ORDER BY 18 --,Union-Based,Yes,SELECT,payments,COUNT(*),>=,OR,--
[459] SAFE | Status:404 | Time:0.007s | Payload: EXEC MAX(price) FROM admin WHERE created_at < 'shipped' OR created_at < 1,None_Type,No,EXEC,admin,MAX(price),<,OR,
[460] SAFE | Status:404 | Time:0.009s | Payload: INSERT COUNT(*) FROM credentials WHERE status <= 'safe' OR status <= 'pending',None_Type,No,INSERT,credentials,COUNT(*),<=,OR,
[461] SAFE | Status:404 | Time:0.008s | Payload: CALL COUNT(*) FROM transactions WHERE order_id BETWEEN NULL OR order_id BETWEEN 1,None_Type,No,CALL,transactions,COUNT(*),BETWEEN,OR,
[462] SAFE | Status:404 | Time:0.007s | Payload: INSERT COUNT(*) FROM passwords WHERE product_id > 'safe' AND product_id > 'test@example.com',None_Type,No,INSERT,passwords,COUNT(*),>,AND,
[463] SAFE | Status:404 | Time:0.006s | Payload: "DELETE created_at, updated_at FROM users WHERE created_at IN 'active' NOT created_at IN 'pending'",None_Type,No,DELETE,users,"created_at, updated_at",IN,NOT,
[464] SAFE | Status:404 | Time:0.009s | Payload: "SELECT user_id, product_id FROM sessions WHERE id < 1 AS INJECTX WHERE 1=1 AND 1=0 #",Error-Based,Yes,SELECT,sessions,"user_id, product_id",<,,#
[465] SAFE | Status:404 | Time:0.006s | Payload: SELECT * FROM accounts WHERE id > 1 NOT ORDER BY 13# #,Error-Based,Yes,SELECT,accounts,*,>,NOT,#
[466] SAFE | Status:404 | Time:0.009s | Payload: EXEC COUNT(*) FROM users WHERE created_at = 'safe' OR created_at = 'pending',None_Type,No,EXEC,users,COUNT(*),=,OR,
[467] SAFE | Status:404 | Time:0.007s | Payload: EXEC COUNT(*) FROM credentials WHERE status != NULL AND status != NULL,None_Type,No,EXEC,credentials,COUNT(*),!=,AND,
[468] SAFE | Status:404 | Time:0.007s | Payload: "DELETE FROM login WHERE id = 1 LIKE benchmark(10000000,MD5(1))# --",Time-Based,Yes,DELETE,login,*,=,LIKE,--
[469] SAFE | Status:404 | Time:0.01s | Payload: "CALL user_id, product_id FROM credentials WHERE user_id <= 'shipped' OR user_id <= NULL",None_Type,No,CALL,credentials,"user_id, product_id",<=,OR,
[470] SAFE | Status:404 | Time:0.009s | Payload: "INSERT created_at, updated_at FROM payments WHERE user_id != 'test@example.com' AND user_id != NULL",None_Type,No,INSERT,payments,"created_at, updated_at",!=,AND,
[471] SAFE | Status:404 | Time:0.006s | Payload: "DELETE price, status FROM sessions WHERE user_id > 'active' NOT user_id > 'pending'",None_Type,No,DELETE,sessions,"price, status",>,NOT,
[472] SAFE | Status:404 | Time:0.01s | Payload: "SELECT id, email FROM employees WHERE order_id != 'pending' NOT order_id != 'shipped'",None_Type,No,SELECT,employees,"id, email",!=,NOT,
